name,title,review,rating,rating_out_of,date
Ashutosh Jha,Excellent product. THANK YOU DEAR SELLER.,received in an excellent packaging and the product looks tastes and smells of fresh and real unadulterated honey. Taste is very good.,5.0,5.0,2021-05-12
srikanth vs,Thanks for the natural honey I liked it I'll suggest my friends as well,Rose wood honey which is received flavour is good and cost also Very much less wroth buying it from this place .....,5.0,5.0,2021-05-12
Shubhi,Good Consumer relationship Managment,"Value for money, Glass bottle helps store honey properly, genuine honey, good to taste. A GOOD PRODUCT. Makes my families morning ginger tea taste like heaven.",5.0,5.0,2021-05-12
Pr0xy,Excellent natural wild honey,Excellent natural wild honey.It is not as sweet like the other adulterated honey that are available in the market.,5.0,5.0,2021-05-12
The Banjaara,Great Quality Honey,I purchased this honey for the first time. Quality is great and I liked the thermocol packaging to ensure bottle doesn't break during transportation. Included test reports build trust in the product.Thank you for all the efforts you are putting in to create such products.,5.0,5.0,2021-05-12
Mohit Saini,It’s actually good,It’s really good n pure have used it for a weeks time and it’s actually what honey should be raw n natural .Well done,5.0,5.0,2021-05-12
Shubhan singh,Thank You,Thank you.,5.0,5.0,2021-05-12
Rakesh Nari,Good one,Good one no complaint,4.0,5.0,2021-05-11
AKASH MASSEY,Highly recommended!!! Go for it blindly.,"The honey was absolutely pure, I never had anything like this before..Will keep ordering it...highly recommended.👌",5.0,5.0,2021-05-11
Kumar,Nice honey and testy too,Very nice product but little costly,4.0,5.0,2021-05-11
Radhika R.,The best!,"Genuine, trustworthy honey. Have been using for the two years.",5.0,5.0,2021-05-11
Sandy,Highly recommended,"An amazingly good product. The packaging, flavour, delivery, quality, and customer service were all top notch. The makers went to the pain of explaining their product through a detailed letter. Highly recommended.",5.0,5.0,2021-05-10
kaustav das,Pure Organic Honey,"PURE ORGANIC HONEY, STURDY PACKAGING, JUST WHAT I WAS LOOKING FOR. AND THE SELLER IS VERY POLITE AND COORDINATES WELL.",5.0,5.0,2021-05-10
Ena,Pure honey ..must buy!!,"I tried many brands but this is best so far. Honey  is very thick, Pure and tasty. This type of honey will be great for health. I will buy again.",5.0,5.0,2021-05-10
Amazon Customer,Superb,The honey taste is very good. worth for money. Thanks keep it up,5.0,5.0,2021-05-10
shilpa,Pure honey,"Honey is really pure ,I purchased it for my parents and they said it's actually pure.i would recommend it .",5.0,5.0,2021-05-10
Amazon Customer,Good honey,,5.0,5.0,2021-05-09
PRASHANT C.,Awesome Product,This is original honey. Love it,5.0,5.0,2021-05-09
nani,Good,its good,5.0,5.0,2021-05-09
Pratheesh John,Nice quality,"Thickest Honey I have ever tasted. Nice texture. Dissolves in hit water only after mixing well for few mins. Nice taste, sweetness and colour. Received honey with all test results and artifacts. White was formation on top layer of bottle. Shouldn't be an issue.",5.0,5.0,2021-05-09
Amazon Customer,In love with the honey 🍯,,5.0,5.0,2021-05-09
Gayatri,Pure honey,Pure honey,5.0,5.0,2021-05-09
arbaz,Super honey,Pure honey if you found white cream honey don't be surprised that is also honey search on internet and YouTube about white honey,5.0,5.0,2021-05-09
Himanshu Sisodia,Genuine Raw Tasty honey,"Very good taste, texture, smell and most of all its raw. But I think costly too. But you can try if need genuine raw honey",5.0,5.0,2021-05-08
Amazon Customer,Genuine Product,Genuine product and excellent customer service. Must must must buy. No regrets at all. Also the company is ready to pay for the lab charges if the consumer want to get it tested somewhere else.,5.0,5.0,2021-05-08
Amazon Customer,Don't think twice,"I am used to of pure honey but when it was unavailable,, Indigenous is the best replacement.. Trust me I am saying after trying many available at the market...",5.0,5.0,2021-05-08
Sheldon,Authentic honey,"I received the defective honey, I spoke to them and they immediately provided a replacement. I liked the service",5.0,5.0,2021-05-08
Anup,Good Product,Provided a good product with all details related to it.,4.0,5.0,2021-05-08
waideas,Pure honey,Rich and yummy honey.,5.0,5.0,2021-05-08
Amazon Customer,Honey lovers will like it!,Good taste .. after so many years .. found the real taste of honey! Keep the good work..and the packing was too good .. safe and sealed !,5.0,5.0,2021-05-08
Sanjay Jha,Amazingly it's pure honey!,"Too good. Yes it's little costly. But thickness and quality is awesome. This start-up firm promise lot of value and quality service.Packing and intention to serve customers is visible in their approach. God bless and suggest you may have tough competition in market but never compromise on your quality, it will take you among best.",5.0,5.0,2021-05-08
kailash kalaskar,Great Experience,Really good test of this honey 🍯,5.0,5.0,2021-05-08
Sumit Chauhan,Pure honey,Nice flavor. Happy with my purchase.,5.0,5.0,2021-05-08
SK,Genuine Honey!,Very Good product,4.0,5.0,2021-05-08
Anuradha,Genuinely good,This is thicker than the others and not excessively sweet like others. Also doesn't dissolve easily on water like others do. That makes it more genuine.,5.0,5.0,2021-05-08
Dilip singh,Good honey,"The honey is good and feels original.But the sweetness is too less, I don’t know why, may be because of geographic location it belongs.",4.0,5.0,2021-05-07
Neha,Good product,Good product,5.0,5.0,2021-05-07
Amazon Customer,Good one,Good one. No worries as it is NMR tested.,5.0,5.0,2021-05-07
Mr. K. Dey,Quality honey,"Very good quality, seems original with no mixing of additives. Can buy without any question, I think.",5.0,5.0,2021-05-07
Sangeeta prasad,🍯🌟Genuine product Germany NMR tested,Indigenous honey does genuinely  provide you original raw honey. PATANJALI and DABUR are not even close to this one.Since I had tasted the honey from hive so I can differentiate between original and fake honey1.Taste-5/5 (sweet+slight bitterness  shows originality)2.Texture-5/5 (high viscosity)3.Scent-5/5 ( smell of sweetness+ smokey + woody )4.Colour ( vary with plant nectar)5.Worth - 5/5 ( Prefer only original one),5.0,5.0,2021-05-07
Supar,Good quality..,Not an expert but looks damn good... The seller has taken the pain to reassure on quality..,5.0,5.0,2021-05-07
Aditya Singh,Pricy for Middleclass but worth your buck!!!,"This is one of the best things you can buy for you and your family. Honey is one of the best healthy foods available to us. This particular honey is amongst the purest forms of honey that I have had. You can do the purity tests at home. The NMR certificate is available. The taste, consistency and the color is too good. So overall it's pricy for us middle class people, however it's a worthy investment. Make sure you follow the instructions in the description in the usage to get the best results.Hope this was helpful!",5.0,5.0,2021-05-06
Dolly Sharma,Must buy,It's pure and must buy,5.0,5.0,2021-05-06
Acharya,Excellent honey,"Superb Product. Very thick, good aroma and taste. Must try.",5.0,5.0,2021-05-06
SudheerReddy,First time user,Good honey,4.0,5.0,2021-05-06
Pallavi Mishra,Pure Honey,Pure and Raw honey without any doubt 😉,4.0,5.0,2021-05-05
Mohan Chand Mohanta,Pure honey,Nice,5.0,5.0,2021-05-05
Chitrang Parmar,Superb,Superb,5.0,5.0,2021-05-05
M Manikanta,Original honey,The original one,5.0,5.0,2021-05-05
Sanchita Choudhury,"In today’s adulterated world, I feel really fortunate to taste pure honey.",This unprocessed raw honey is superb in every respect. Keep going.,5.0,5.0,2021-05-05
Amazon Customer,Froth on top of jar... didn't like it,The honey that I received had white froth on the top and it seems that it has sugar in it,5.0,5.0,2021-05-04
ansari khizar ahmed,one of the best quality honey,"i love honey, and used almost all popular brand, i recently bought this from amazon, i can say its one of the best honey on amazon",5.0,5.0,2021-05-04
RANJITA,Excellent,Quality is more than expected..,5.0,5.0,2021-05-04
Vijay kumar,Really Amazing Honey. Go for it!!,"Amazing honey. Never tasted this good flavor till now. Very thick and has a great scent. Would rate this as an authentic product. The producers are passionate about their product, lot of information on the customized packaging, printouts with FAQ inside. Very well packed. This honey is probably the best you can get. Information about how do they produce, how big is their farm ect can be helpful in building the brand.",5.0,5.0,2021-05-04
ASHUIOSH YADAV,Best honey,"I am not expert of honey .But when I taste it ,it was best honey ,I ever have .Wish to manufacture he always maintain  this quality",5.0,5.0,2021-05-04
Amazon Customer,Good n original wild honey,"Good and original honey what I have received, for originality of it, test n color. However after 4-5 months pass I can test it originality of it.",5.0,5.0,2021-05-03
Yadu K.,Genuine honey,"My family liked this honey,felt it was genuine honey...",5.0,5.0,2021-05-03
V K Kumar,Good quality and flavor,Seems to be a very good and genuine qualtiy Raw HoneyPrice wise its bit on higher side however considering the quality of the product it seems okPacking was very good and outmost care is taken by the seller,4.0,5.0,2021-05-03
M s pillai,Value,Great worth the price,5.0,5.0,2021-05-03
Vishnu Ch,The best honey I brought from Amazon or any Physical Stores so far,"The best honey I brought from Amazon or any Physical Stores so far.I would purchased atleast 5-6 different brands including directly from the bee keeper store, this one feels like it's pure and thick...Really like this one.",5.0,5.0,2021-05-03
CD,Worth purchase,Good,5.0,5.0,2021-05-02
Subhankar Lahari,Super,Wonderful packaging and excellent quality,5.0,5.0,2021-05-02
I Das,Great quality,Buying this product second time. After long time I get the flavour and taste of honey as I used to get in my childhood. That was in eighties.,5.0,5.0,2021-05-02
Amazon Customer,Sugar Syrup is very costly,Sugar Syrup,1.0,5.0,2021-05-02
Amazon Customer,Low standard quality,Poor quality,1.0,5.0,2021-05-02
Amazon Customer,Super and pure honey..best quality standards,"Super honey..i am extremly satisfied  to see the the best standards followed by seller-primitive corporation..packing standards followed ,quality and taste of honey,brochure supplied along with product and lab report shared,.I am really amazed to see all these from primitive corporation..it's worth buying honey as there is no need to suspect the quality of honey.",5.0,5.0,2021-05-01
Suman Chhetri,Great purchase,Good product. Taste as well as quality is good.,5.0,5.0,2021-05-01
Premakumar,Good quality,Good quality product,4.0,5.0,2021-05-01
Rohit Baikar,Awesome taste,Awesome honey flavour I ever bought,5.0,5.0,2021-04-30
Baiju,Trustworthy brand,The honey is very pure and must buy,5.0,5.0,2021-04-30
Nishant Bangar,Good product for everyone,Good product one can try it,4.0,5.0,2021-04-30
Amazon Customer,Real honey,"I'm from north india and staying in southern india. We have honey bee boxes at my home so since my childhood I always had natural honey. I m in southern India so it's not easy to bring huge amount of honey from home. I have tried so many honey and believe me this is the best honey so far. Taste and texture is so genuine. The owner is providing a lot of information regarding honey in the template. They are also sharing the test results of the batch which is a good practice. However, I never read the information provided with the honey bcoz it tasted so genuine. The moment I saw the honey, I knew it's real honey. Iwould like to say thanks to the owner of this honey.",5.0,5.0,2021-04-30
Kanchan,100%pure,Good product. 100%pure.,5.0,5.0,2021-04-30
Palks,"Amazing Honey, Loved it!",Awesome flavour. Texture is rich and thick. Very good packaging. Will definitely reorder!,5.0,5.0,2021-04-30
Somashree Bandyopadhyay,Truly a natural product of Honey!,The stickiness and the rawness does indeed melt in your mouth . Will definitely order again. Beautiful Honey🍯,5.0,5.0,2021-04-30
Aashi,Value for money,Taste like original honey..,5.0,5.0,2021-04-30
Dr Monindra Nath Patra,Excellent Quality,Superb Quality in all respects. I am using it with Ayurvedic medicines,5.0,5.0,2021-04-30
Gaurav Arora,Really nice honey,Good thick quality flavourful honey,5.0,5.0,2021-04-29
alaina,I am very very happy with the product,"It is pure, great test.",5.0,5.0,2021-04-29
Tushar D.,Pure and Organic,"This honey is excellent...The flavour, consistency is perfect.. it's all natural..No adulteration.Loved it..Must buy.",5.0,5.0,2021-04-29
Murali kumar,As raw as it can be,Lovely taste and the smell is good too. The packing  was extremely good. The honey is quite thick and dense too.,5.0,5.0,2021-04-28
DIPJYOTI DEKA,Very rich honey,"Honey is very rich and tasty, satisfied. Recommended for everyone.",5.0,5.0,2021-04-28
Praveen,Not the best as promised.,Overall looks good but still I don't think it's a pure honey. I found out the difference when I bought pure wild honey from tribal people who showed me the difference.,3.0,5.0,2021-04-28
Rahamthulla,Runam you indigenous honey,Sooper packing ...Natural taste ..Thank you,5.0,5.0,2021-04-28
Lakshminarayana reddy,Taste and quality of honey is really awesome,Quality and taste of the honey is very good. The package received was very packed.,5.0,5.0,2021-04-27
Shipra,Tastes very nice,This is definitely one of the best organic honey I have ever bought. Taste is very good.,5.0,5.0,2021-04-27
Vikas kumar,Not a real natural honey as adulterated sugar is added,I just its ingredients no natural honey has added sugars.. as when i saw ingredients the sugar was added again not real natural honey. Its really good how supreme court has come hard on this guys whuch adds adulterated sugar,1.0,5.0,2021-04-27
naresh arambam,SUPERB.... SUPERB..... EXCELLENT,,5.0,5.0,2021-04-27
Ajay Singh,Buy from any village you get pure honey. Amazon is fooling by giving Dabur honey in name of organic,"Don't buy this product, Waste of money the seal was broken and honey was all over the bottle I can surely say this is not an organic honey it sames taste like Dabur honey. Looks like Amazon is making people fool by changing the name to organic. Such a cheap product and tricks sold by Amazon.",1.0,5.0,2021-04-27
Praveen verma,QUALITY AND PURITY IS VERY GOOD,"Its awesome and very good product , in compare to other product available in market through different Brands it had an upper hand in terms of quality and purity.Must to buy product , Awesome Quality and flavor 👌",5.0,5.0,2021-04-27
Rekha Reddy,Super!!!,Very nic. No extra smell. natural,5.0,5.0,2021-04-27
Felix,Good quality and packaging. Can buy.,Extremely good packaging. Effort taken to prove the honey is good by using lab reports. Timely Delivery. And based on home testing..I think it's pure honey. I am not scientist though but looks good to me.,5.0,5.0,2021-04-26
Avik Raj,Superior quality,Extremely happy with the quality of the honey. You can find out the difference once you taste it.,5.0,5.0,2021-04-26
Santosh Sonawane,Must buy..,100% pure raw honey,5.0,5.0,2021-04-26
Salim Husain,Good product,Very nice product and packing,5.0,5.0,2021-04-26
Pampita guha,Nice quality,Awesome product,5.0,5.0,2021-04-25
Sudhir,A quality product for home usages.,"Have been using the INDIGENOUS HONEY for quite sometime now.The quality and taste are awasome.With absolute perfect packing they ensure product is delivered without any damage.Happy to receive the product with detail description of different flavours of Honey, FAQs, quality certificates etc.. along with the honey delivery.",5.0,5.0,2021-04-25
Latha Aravindakshan,Received it with Analysis Certificate and Report! Loved the product.,"I've received the jar of honey. I'm impressed by the amount of information the package contained. Listing out all  that I liked.1. Instructions on the carton asking to scan the QR Code for authenticity.2. The packaging itself is solid.3. The brochure containing the facts and the clarifications to myths/questions.4. The Certificate that can also be downloaded by scanning the QR code. Never before have I come across anyone sharing the analysis report. It shows the confidence you have in your product.5. The message on the very next day of shipping, soliciting feedback. It shows your openness to receive feedback and to improve wherever possible.6. The taste is perfect. Not sugary like what you get in the market.Overall, I'm very happy.",5.0,5.0,2021-04-25
Sujay Adhip Topno,Very pure honey,Very natural taste and flavor,5.0,5.0,2021-04-24
Dr BALKRISHNA H.NAMDHARI,REAL Indigenous ITEM,"WHILE I HAVE TESTED , IT HAS REMEMBERED MY CHILDLIFE SUCH INDIGINOUS HONEY WAS TESTED AFTER SUCH A LONGER TIME .IN THE NAME OF PURIFICATION THE SOLUTION IS SOLD IS DILUTED AND SYRUP FORM SELLING @ Rs 199/kg by reputed brands on the amazon only .I am ordering one more as a gift to my friend.",5.0,5.0,2021-04-24
vatsal sharma,Authentic honey,The honey is very authentic and tasty,5.0,5.0,2021-04-24
Shahid,Bad,Bad,1.0,5.0,2021-04-24
Koela Basu,Thanks,"It’s very good, and you people are so caring about the package.. thanks",5.0,5.0,2021-04-23
Dinesh,Awesome,Great. Worth the money.,5.0,5.0,2021-04-23
Amazon Customer,Real honey,My mom said that honey tasted the sameway as it was when her dad used to bring it home when she was young... i think ths tells that it is the real honey as we in ths generation have lost the taste of those olden days products which were real.,5.0,5.0,2021-04-23
Menino,Very much worth the money,Nice original flavor. Truly worth the moneyAnd smell really genuine,5.0,5.0,2021-04-22
Akshay Solanki,Fantastic,Taste is fantastic and raw.I have used forever living honey too but this is far better than that.Best packaging and illustrations...,5.0,5.0,2021-04-22
Mehul Madaliya,Very expensive compare to other,Very expensive compare to other,3.0,5.0,2021-04-22
Amazon Customer,"THE INDIGENOUS HONEY, FOR ME IS THE BEST ONE OUR THERE.","I have been a regular honey eater may be from the time I remember understanding taste. I get it every time from the best of the sources, my nani (grandma) house in MEERUT, UP. But due to the circumstances I got this one after  exploring some of the options available on Amazon portal.  And all my senses said only one word once I had a the first single drop of it. LOVE LOVE LOVE from all my senses and mind.Thank u so much dear INDIGENOUS PEOPLE.SuryakiranClinical Dietitian & Nutritionist.",5.0,5.0,2021-04-21
Pratik Suryawanshi,H. M. Suryawanshi,"Very good product. Original test, flavor. Value for money.",5.0,5.0,2021-04-21
Hitesh,Natural and pure Honey,"Honey is natural and pure, if you want to buy original honey this is for you ,after eating this honey you can fell the difference between natural and other honeys which are in market ,",5.0,5.0,2021-04-21
pallav,Genuine Product,Honey is unadulterated and pure,5.0,5.0,2021-04-20
KS,Best honey ever,"Best honey I have tried in recent times. The difference between generic honey and this is so obvious. There is mild flower flavor to the honey and it thickens on refrigeration. Appreciate the full details of the product provided. One request, would be great if you can explain the type of honey",5.0,5.0,2021-04-20
sarvjeet saini,Genuine pure honey...must buy,"Very good product, only pure honey...I have been buying many other expensive brands but this one is best...use it once and you will realise the genuine pur quality honey.",5.0,5.0,2021-04-20
Ram,Real Honey,This honey is really good. And I am buying it second time. The package is awesome.,5.0,5.0,2021-04-20
Bert,Very good quality,The honey is very good. Genuine product. Will def buy it againThanks Amazon,5.0,5.0,2021-04-19
Hardik Desai,Nice quality,Excellent product,5.0,5.0,2021-04-19
Ram,Good product. Worth buying..,It was a nice thick honey. With packaging done well.,5.0,5.0,2021-04-19
Dhanyavaad,Excellent,Exceptional. Pure. Quality maintained over repeated purchases. Highly recommended.,5.0,5.0,2021-04-18
Amazon Customer,Good product,Good product... really organic,4.0,5.0,2021-04-18
Shirish V,Absolutely worth buying,The quality of this honey is best. I have had experience of many brands and this one is the best so far.,5.0,5.0,2021-04-18
